city, ccnumber, name, publish_date
Kusepi,6304823477002484,Russell Anderson,03/25/1970
Voarkeb,6011674426458689,James Vargas,11/27/1937
Wuhefeko,6371667649774878,Gilbert Francis,02/09/2057
Wigacko,346033816728970,Lester Thompson,05/03/2017
Roesat,6253560229607035,Gordon Pearson,02/11/1912
Mipojvek,6334946978897369,Henry Bryan,02/01/2035
Unhipfa,5468244332746625,Samuel McBride,07/27/1931
Gekatudu,6334529470477755,Blake Bradley,10/16/2062
Cuazgen,30014769517579,Troy Norton,04/09/2013
Hetwusi,5133572523488804,Franklin Young,03/28/1914
Buduupo,5610599673693018,Alex Hanson,03/15/2003
Behwali,4026513122955713,Logan Caldwell,10/08/1981
Momfinaz,6334761150948199,Kathryn Davis,06/24/2044
Sovnabef,4903389074996791,Steven Cain,03/02/1940
Miwungo,36273701030406,Leonard Fleming,01/16/1923
Alulebob,5018601342933532,Cameron Jenkins,05/26/2014
Jitmufgin,342379415831655,Carl Patrick,08/11/2065
Azufelov,6212356913623499,Ella Brooks,11/19/1901
Uvnekce,6222662298201613,Augusta Perkins,05/02/1986
Iwumobsed,201431493239812,Ada Coleman,07/25/2039
Pubiduj,4903305709559994,Elizabeth Hernandez,07/21/1955
Zeujunom,5413267230311396,Herbert Bowen,08/18/1907
Sivvuag,5610793290112144,Gregory Yates,11/10/2055
Osulivkuc,5018180759209678,Lida Williams,04/19/1919
Zifekaf,30005163605499,Christopher Sullivan,02/06/2016
Rorbiba,36915512622983,Martin Ball,12/25/1961
Nizomi,5610599002394957,Roger Thompson,10/04/2010
Wucicitu,4026563930855597,Marvin Peters,09/03/1900
Pebazu,5187207991773834,Bernice Nguyen,12/30/1926
Nofepakal,6334341270167465,Isabelle Bowen,05/19/1940
Cuzjupsah,4026911571932433,Katharine Smith,10/23/1969
Makariik,342955201684349,Isaac Luna,12/09/1959
Zarjofdoc,30062006158418,Wesley Strickland,02/25/1922
Tiksauk,36935339182821,Myrtie Ballard,01/03/1991
Jepuir,6217110892426316,Jon Doyle,05/18/2046
Giguop,347811058957681,Alfred Curry,02/04/2013
Gezisza,201436694629471,Dorothy Dixon,02/23/2026
Goonera,6334942541309537,Harvey Dawson,06/07/2032
Ruludis,6011489331603406,Mary Roberson,08/23/2012
Iglovap,6377406040255417,Nicholas Fernandez,04/11/1940
Ishuspow,6011967347971040,Noah Vasquez,05/25/1987
Kuavozi,6221672157028149,Edward Wolfe,10/03/1938
Buuwuil,4863566704882628,Blake Bowen,04/11/1941
Raputot,4026281971348352,Ora Lynch,01/23/1982
Jozabu,4903804004516196,Ola Long,06/02/1935
Cenkicu,4419905399776688,Joe Goodwin,12/28/2018
Fabnega,6267762713830628,Carolyn Butler,06/28/1991
Mifruah,5113367103514291,Caroline Harrison,05/28/2008
Puhrikke,6334341539814709,Marguerite Nichols,09/15/1979
Weufobet,4922339413500405,Caleb Thomas,08/26/1972
Jagzizuv,201430195655994,Frank Patton,04/18/1951
Hatini,5018560072389739,Jennie Shelton,09/14/1993
Osefaha,6011820345373588,Lettie Hill,04/28/1933
Erazegke,5018531970584903,Alfred Nash,05/25/2023
Dilzuwed,6334955959947499,Alexander Todd,12/27/2013
Raihpo,4026009060669176,Francis McCormick,08/22/1920
Vuwaile,30098786217065,Edith Wells,11/04/1999
Giiguko,36010830357544,Steven Daniel,06/13/1933
Ricosehov,36894002663502,Viola White,05/29/1909
Sumococi,3528593908633796,Polly Jenkins,03/13/1948
Jeftunel,5192003235122869,Edith Flowers,11/10/1981
Rultiulo,4994820496934028,Angel Bridges,09/05/2011
Liitani,6374097940391924,Alfred Newman,12/15/2007
Suejumi,6374926725777966,Maria Zimmerman,02/16/2001
Jumukecu,5113547837302218,Nelle Moreno,05/09/1983
Tamdepu,5018794981838656,Larry Lawrence,08/04/1939
Mimhucnig,6011437275070124,Lida Robinson,11/18/2047
Awomitab,201450848959122,Daisy Mack,04/11/2066
Sewaibe,6334154667772486,Phillip Clayton,06/27/1931
Navufiutu,4635484634568308,Ruby Lawrence,11/14/1998
Isnote,6243625552639708,Willie Franklin,03/29/1991
Ifobovzib,5182788592644842,Aaron Banks,04/15/2063
Loajior,5018467412971723,Gertrude Schneider,02/10/1946
Egudoguc,346040474256517,Johnny McKinney,11/01/1936
Sulota,5018661376063887,Margaret McKenzie,12/30/2011
Diavnu,6011550781211865,Harriett Munoz,08/26/1919
Apjubjab,5115851622169883,Teresa Sandoval,12/25/1944
Unhartet,3528174428318448,Mattie Davis,04/09/1934
Ojocadfi,30017502455841,Abbie Wise,10/21/1962
Cafpapi,6379007161874545,Nathaniel Hunter,01/23/1946
Isikejit,6267524432813487,Elizabeth Phillips,05/08/2032
Cifuson,340466397835218,Shane Rodgers,11/07/2034
Jiurcaz,348706232650567,Lucy Daniels,03/08/2055
Keozasuh,30089666976383,Shawn Ross,04/30/1913
Ifezadi,6011710390781977,Jeremiah Erickson,02/24/1959
Uheusuji,4903364328572979,Donald Estrada,04/28/1946
Melawlid,6377566361018957,Bertie Warren,04/03/2066
Pehahba,30054087404746,Noah Gibbs,07/14/2020
Oflenin,6334772960928685,Donald Padilla,08/15/1933
Fuditar,6334100607712967,Amanda Reyes,03/21/1919
Zofecziv,6291694543895671,Laura Curtis,06/13/2019
Ufcado,4370429540107443,Joseph Sparks,09/07/1986
Pejlulen,4867927190312791,Sophie Boone,05/25/2031
Ichinku,6304705840389351,Nicholas Torres,02/15/1908
Fufsahlob,5415067930126617,Frederick Webb,05/17/2054
Awsoban,6211153131470378,Iva Bowen,11/28/1916
Hubteto,6304669521835027,Jennie McBride,03/17/1921
Otjiizu,36096155192343,Margaret Peterson,02/22/2002
Raifbof,5018495010356450,Mattie Kim,06/24/2006
Wekjager,346256966089162,Darrell Hardy,08/16/1987
Erodgi,5495376114943587,Derrick Brooks,02/14/1946
Relumis,201491701036053,Randy Caldwell,12/11/1993
Botidwe,6241549004275386,Ola Tyler,01/12/2017
Rigisrur,5181822884408284,Richard Love,03/15/1997
Pekmicni,30014915044809,Lelia Jennings,07/05/2059
Upsael,6011820007700219,Cora Ramsey,04/19/2067
Zikafuwa,4903298587764705,Hettie Buchanan,12/02/2061
Dinnawa,6272979195053254,Virginia Alvarez,11/10/1948
Gakmiovi,4311638990027826,Mayme Fox,06/23/1940
Aviebeibi,36913860615006,Jordan Jackson,08/09/2066
Esujiwe,343225894018943,Mark Padilla,04/27/2027
Tonmowi,6304712488906694,Eula Howard,05/07/1914
Wilalu,3528469936635303,Hunter Garcia,03/26/1969
Feazecu,6011656455783806,Willie Cook,09/29/1980
Lohubu,6281315068742021,Eliza Cross,02/15/1931
Hupjilac,5610307525001483,Donald Fleming,01/07/1915
Tojjalomi,5018566622790870,Christopher Allen,12/14/2029
Tepicpim,5018711336024485,Blanche Joseph,12/22/1952
Kamacro,3528675272184108,Nannie Gonzalez,12/31/1931
Upbivo,3528378064172148,Alfred Harrison,05/04/2040
Hofrabba,6208297812453230,Adeline Jacobs,10/09/1936
Cupizpum,5018496149843855,Lucinda Sutton,07/03/2015
Zeiblu,5018172961411580,Robert Reid,06/12/2035
Imoaliber,4325809695342786,Harriet Silva,12/05/1991
Epzuala,4903593394747533,Fannie Craig,11/10/1985
Puadfi,5610385523841480,Clara Watson,10/08/2052
Vurorcu,6296209907008301,Alfred Mack,04/25/1962
Elozikvu,6211371770453600,Gavin Klein,10/08/2028
Tunodeb,201494633793882,Stephen Parks,09/09/1956
Ejuikzuh,6374759117474888,Winnie James,01/04/1910
Edidemco,36389857682954,Bryan Blake,08/18/1935
Gefmukil,5115477233580902,Fred Webster,11/07/1907
Gihitagu,3528686656213710,Martha Farmer,03/17/1907
Ronraprof,30099799422452,Emma Clayton,08/09/1959
Tubgetig,5018009280327651,Carlos Massey,02/06/1968
Akualapo,30098675338980,Vernon Leonard,09/17/1920
Pohkadbas,3528026493682852,Theodore Ford,11/28/1918
Cilaeso,3528944711549549,Nancy Lowe,06/14/1963
Hocseki,4498138395070997,Vera Pittman,09/12/2054
Cufado,4903645657965762,Lewis Norman,12/30/2048
Ucmeme,4903719466837676,Leah Conner,01/06/1992
Ohabogpo,5018722904186382,Phillip Joseph,08/14/1921
Suritlec,6379640708880185,Richard Snyder,01/14/2050
Upgecka,5433442077510063,Blanche Barton,06/26/2009
Wijwocgis,4903342029523533,Jeffrey Guerrero,03/16/1972
Kasvioru,6304048451894918,Jean Sparks,09/17/1979
Povoge,348449685115164,Evan Weaver,04/21/1944
Vafegpec,5157569009905708,Erik Mendez,04/30/2007
Zufere,5496039707059950,Adam Cummings,01/04/1993
Mevtudap,6334006035006437,Ada Wolfe,02/12/2025
Heutire,36212140815811,Martha Pena,03/23/1903
Nisfahe,6334627879584542,Esther Weber,06/16/1974
Nuedwef,5018654949133717,Willie Walters,08/14/1952
Tevibot,6203789043263953,Keith Simon,12/01/2033
Subegi,4480901195447057,Effie Ross,07/31/1968
Osutuzka,6011375895966299,Lucille Morris,01/30/1957
Jugrobum,5018278727132004,Josie Hill,05/12/1995
Ukovewkej,201408443341062,Jeanette Massey,09/13/1901
Awzablug,6011622689416613,Hettie Barton,11/15/2063
Zozloto,3528576754236962,Luis Schneider,10/23/1922
Finidwi,6334680799986222,Eva Holt,11/08/2028
Zinuga,341842166468267,Jason Evans,04/30/2035
Edzokdov,5164485151432832,Kevin Ortiz,09/25/1986
Zidele,36714790378354,Annie Allen,01/04/1958
Orjuej,6210526059415213,Lou Mack,06/24/2052
Cuvopze,4026627976437683,Aaron Guerrero,05/17/2012
Noiztum,4903784540170585,Melvin Huff,10/12/1956
Zufvuwo,342208883521201,Fanny Brown,03/18/1978
Javfosse,6011487295016102,Scott Weber,10/09/2035
Sacfeawi,36762165156905,Ann Goodwin,01/24/2006
Azjutes,5456598514570176,Sylvia Love,01/07/1972
Wikzutlet,6011159190458552,Joseph Phillips,07/04/1917
Paweches,6334135969595105,Vera Nguyen,08/11/2061
Hosbamam,36652541570889,Frances Schmidt,02/19/1909
Pavopaafe,36517044604123,Alan Powers,01/03/1965
Nahevadi,5492994220960189,Gertrude Wong,02/28/2046
Rarpijis,6304430661136621,Chad Graves,04/26/2062
Pecenpe,6275219852980268,Lillie Ross,09/17/2070
Ifukejop,5424723711663397,Cynthia Padilla,06/14/2019
Zonmetip,5018125152164970,Elizabeth Flores,07/29/2019
Farreku,4695867201044587,Theresa Hanson,09/21/2070
Olawepo,36474160264086,Chase Clark,02/10/2011
Dehfuwa,6376292119668800,Vera McKinney,06/16/2061
Zudgunheh,5406229194588855,Nellie Rivera,05/26/2043
Gaahopeg,6011332761306647,Lulu Montgomery,11/21/2011
Okunuvde,36641501080997,Adeline McGee,08/14/2056
Zaniuso,30003546540954,Miguel Webster,04/27/2047
Ecejehro,5610633209421956,Paul Sherman,05/09/1926
Lutjieh,5018607763893105,Jose Long,08/22/1963
Idijulhup,5610714395927541,Irene Garcia,05/19/1985
Nebacno,5140222718837099,Seth Walker,04/17/2018
Mesagvo,36455701298337,Evelyn Garza,11/07/1981
Ropmawsu,5018319704901662,Etta Cohen,05/05/1946
Aboifug,5610405044728139,Jacob Taylor,01/24/1947
Biavice,347803964662083,Mollie Pena,03/18/2023
Tikovut,5440375338824215,Hannah Bush,03/23/2065
Cikajcef,6304362617116235,Josephine Cummings,04/15/2023
Dewpedut,6378963394171268,Blake Rogers,02/07/2040
Nimcabka,5018061863670635,Sean Pittman,01/03/2009
Pifoiju,5128100009979034,Cynthia Garner,06/25/1956
Kusavwu,5018694400273941,Manuel Garza,02/02/1995
Otapoan,4532887911021383,Adele Schwartz,12/24/1938
Anajocuw,6304374002845179,Juan Hoffman,03/22/1934
Ivuvomej,6304323629692126,Matthew Carter,04/19/1913
Obeanozu,3528911457269715,Eric Bowers,01/07/2041
Vuhoco,5180885443230003,Jack Goodwin,05/21/2012
Udpavho,5493313154598882,Susie Kelly,02/06/2056
Dajkolit,36427157586697,Cole Manning,03/19/2030
Fagrewbac,5485361922989867,Eugene Wilkins,04/24/1964
Siwtasalu,6371249708037255,Josephine Sherman,06/30/1986
Remnusrag,6370978824011619,Bertie Singleton,11/12/2058
Sekupana,4697440541569909,Lizzie Logan,07/27/2006
Kibiso,6011684036826274,Carlos Rhodes,07/21/2024
Arpijo,201412436500148,Bess Valdez,11/25/1927
Ogdeko,340745036964400,Lucile Reid,12/26/1909
Suwane,4026983895206208,Callie Underwood,11/27/2048
Monlubweb,6011877605630511,Gordon Blake,05/23/2030
Avaduduge,349608458733771,Olivia Terry,06/16/2065
Utpovo,4026642664308088,Brett Powell,05/26/2003
Kotisemi,30059934184987,Don Bowman,09/04/1963
Gagalo,201481686366872,Peter Warner,12/16/1985
Sokovod,30069399311157,Jeremiah Torres,03/04/2046
Tewpimfeb,201413427980794,Ruth Phelps,09/28/1994
Anhulco,5018960279861607,Dorothy Manning,06/21/1947
Zohutmum,5438921188733941,Sylvia Abbott,11/10/1986
Ikusucu,201485233264712,Kenneth King,01/08/1966
Onfijel,6304970454559026,Scott Graham,08/10/1936
Cuhsuzva,6379910799869821,Josie Newman,02/03/2040
Kebsudvi,4666270218088959,Mike Simpson,06/05/2040
Heketro,36824696561696,Billy Craig,07/01/1956
Eguuksus,6280228149519477,Mayme Cain,09/19/1996
Ilbicaw,30062391756073,Elijah Pena,11/01/1926
Jectocos,5120144551831134,Leila Wright,07/11/2028
Jajesro,5472755026094950,Patrick Webster,11/04/1939
Cureeb,6304770667181380,Lawrence Rose,01/13/1916
Wutcihgu,201415975694107,Amelia Murphy,05/22/1900
Juguciwo,5493123743717657,Kenneth Warner,01/08/1989
Vivlola,6011407909286032,Alberta Klein,01/22/2021
Akgetwa,6011633003340173,John Saunders,10/02/1900
Wutwosumu,201476841580664,James Johnson,11/17/1993
Guivafe,6334768977780549,Bernard Phillips,04/11/1933
Mudvaape,30096989108024,Margaret Chambers,07/13/2009
Ivjajun,6011374541375591,Lois Phelps,04/15/1979
Sudtagkek,3528369557506900,Roxie Flowers,10/28/1939
Odufozel,6378675528498900,Dollie Ramsey,09/11/2032
Bonrubni,4026738793074847,Francis Martin,11/14/1992
Kuusozis,5610636376224319,Derek Cruz,10/03/2009
Rictupuc,4903153474808729,Joe Walsh,03/03/1971
Tozlifrup,5147569836985025,George Huff,01/01/2064
Deconuh,348137179964045,Howard Williams,05/26/2001
Udowewna,5018318197227023,Cynthia Logan,11/15/2010
Imesiwloh,36112669028145,Mike Haynes,05/15/1975
Ideduhiw,5610887187205027,Inez Malone,12/20/1985
Soutdo,6373907143740449,Julian Vargas,08/27/2058
Dioterot,6334646535729754,Jackson Shaw,10/05/1978
Ziliizu,6334567676742226,Lucas Bridges,10/25/1941
Jouzkap,6011527576547844,Ronnie Houston,05/19/1961
Torruka,5130182240450344,Adam Medina,06/02/2047
Tebveat,6264995120857023,Susie Hart,10/11/2036
Houdobu,4903587922979857,Ralph Patrick,03/04/2044
Fuwlejdes,5610143736542258,Gussie McDonald,12/19/1947
Lotakuv,30076648629446,Vincent Cruz,06/05/2003
Tivjasik,4026479194001465,Warren White,09/01/1984
Becinowi,4220170080285387,Mollie Wong,09/30/1998
Somuripa,341865182078356,Lenora Wheeler,02/25/2065
Dibatdi,341304962235861,Cody Barnett,05/29/2017
Tidetzi,5439166641471874,Bernice Hubbard,12/17/1962
Asbievo,6374054694568249,Franklin Griffin,10/22/1925
Jubatjeb,6334258482447545,Vera Hampton,02/23/1909
Ozlovuv,5018311578402737,Dylan Powers,12/05/1905
Owmalet,4026961420420544,Lura Weaver,04/19/2047
Zuwjuksop,5018029787882354,Marion Moran,07/10/2037
Tutruglo,5164435656659280,Leo Webb,07/17/2000
Wopatof,5156631767221933,Landon Guerrero,01/13/1978
Fibouco,5610895823560473,Samuel Cole,01/15/2012
Wagade,5610212080359575,Lelia Sanders,12/04/1925
Jakawse,6304622825598023,Jeremiah Taylor,09/02/2058
Licgofac,6374909904123251,Cory Todd,12/08/2056
Lefwuzmef,4026533359334796,Bill Robinson,11/14/2069
Ajzekek,349736562043397,Hilda Lowe,03/13/2050
Teimidaz,5018171213237546,Ricardo Fox,12/19/1975
Edgacaf,6370726887557188,Cole Massey,02/05/1978
Vouwcoj,4026591048721567,Laura Cooper,02/25/1951
Kazowvep,6265809848289733,Minerva Manning,11/17/1976
Gishaom,343102572191351,Derek Graves,06/25/1907
Nakmikha,5018566752055912,Elsie Vega,05/10/1917
Nogsizseh,6334673124927052,Aiden Chapman,10/27/2066
Agtebiv,340080203249215,Ann Goodwin,08/06/2030
Zataev,4026245885838527,Jerry Lowe,07/25/2027
Zihevav,3528467127615381,Duane Robinson,05/28/2017
Aftabzic,6334882945737497,Olive Hopkins,11/04/1949
Cumciwuv,4023082529480900,Linnie Moody,04/18/1926
Hivtaipu,30012002059946,Jorge Hogan,10/01/1977
Guufpiv,201415609921272,Owen Blake,03/12/2058
Imhawfug,6295678468526946,Adelaide Craig,04/04/1969
Wevwola,4026017496965399,Frederick Mendoza,12/02/2067
Habosig,4026008079997347,Lura Watkins,06/19/1989
Ujvohze,6334447354072925,Maggie Valdez,02/09/2027
Ihewazo,3528725381645117,Bertie Lynch,11/02/1975
Dehnake,201471845226414,Lina Tucker,06/19/1975
Arocime,341689440378733,Jose Evans,04/09/1927
Gapdemim,201437987692291,Marguerite Fisher,05/20/1939
Pumouso,6304879657348154,Noah Ray,10/16/2043
Lanruefu,30084682845316,Lenora Reeves,11/24/1999
Cunevwi,3528464518931923,Kenneth Quinn,06/02/1902
Waogadu,5610295031519256,Gerald Salazar,02/02/1953
Oleleep,201439820159371,Johanna Hanson,12/03/2042
Pojcomad,5410414206618668,Leah Patterson,07/03/2049
Arwerho,30006304213540,Lester Salazar,02/08/1948
Dazbuci,6371065397927196,Evelyn Rowe,07/05/1928
Docuwof,4026927998666222,Lola Daniels,10/09/1995
Tanafub,6334393156308572,Tyler Castillo,08/15/2042
Halute,201443905763107,Nora Harris,11/15/1985
Bonugfe,6304040733613679,Marion Love,04/21/1901
Kiwebmu,6334329976659398,Sadie Palmer,06/27/1996
Powograc,5018440010345053,Ralph Hicks,06/18/1971
Fiwmoknos,5610084267312416,Edna Caldwell,12/01/1933
Canbezti,6304260475201018,Rosetta Peterson,05/02/2065
Bozimu,5467614308312613,Jacob Arnold,01/01/2018
Fanocri,6370777933711998,Douglas Fields,07/15/1979
Junewlur,3528480090905291,Marcus Maxwell,10/13/1967
Mubbado,347359811626722,Noah Elliott,07/25/1927
Getwoiw,4026196227879630,Pauline Welch,10/14/1916
Duldirwe,6011553428098307,Philip Norton,01/21/1991
Madvima,201418091295155,Nathaniel Casey,02/04/2018
Siademo,30059470472754,Susan Osborne,01/30/1972
Coddaspup,36333358238734,Della Barker,07/04/2019
Abubegdit,201466171413677,Mollie Wells,09/17/1969
Piltihuv,347413878744116,Laura Webb,10/25/1944
Meguni,4026009293021203,Jorge Mendez,09/24/2019
Gazater,3528343101603810,Kathryn Bowman,03/29/1914
Fipegjug,6011294677920954,Winifred Weber,11/20/1954
Imbokoj,6334296461545061,Donald Bowers,11/07/2042
Ejuvnop,5610307526494000,Lela Moran,02/01/2019
Cevgihin,6011719084631968,Brandon Wilson,09/10/1947
Cacaptad,4661139079998017,Celia Mason,11/18/1900
Wukobe,340071821176195,Winifred Gibson,04/30/1912
Rofiec,4903263890932902,Jon Wise,08/13/1950
Nabbakfuh,30098378033334,Nettie Simmons,05/27/1902
Catkimak,201477144440192,Evan Hicks,03/28/1914
Boszipuf,345513347578979,Caroline Barrett,08/27/2044
Zarofli,4903105362574441,Agnes Black,07/10/1917
Kadsannur,201476528797318,Leonard Sparks,12/27/1991
Woopdi,4842893600840567,Myrtle Carr,09/17/1943
Gubtosuj,6250534171034590,Adam Harrington,06/10/2027
Filsaluj,5018319156348750,Alma Reed,05/04/1908
Borelek,5018678423710229,Tillie Bailey,08/05/1974
Bepkasam,5147031277745087,Mitchell Gray,04/27/2023
Ewamowuf,6011040429959463,Roger Sullivan,03/30/1991
Ajechak,4026237481755007,Millie Pittman,05/18/2054
Miwiruda,5018703447739903,Pauline Owen,03/11/2045
Jiacalev,4968771954982607,Jerry Strickland,03/04/1954
Sagoli,343961308184604,Jeanette Warren,06/11/1939
Ufopvup,5429715170056159,Micheal Fuller,09/07/2024
Fehirbem,6334928484794066,Minerva Garrett,11/18/1962
Kulotwuj,36345574505324,Sam Weaver,11/09/1972
Jueffo,36454106827519,Marcus Mack,09/05/2047
Sostevez,4903411945582889,Leroy Moss,10/01/2010
Kilituzac,6262702853206820,William Hughes,08/29/1917
Cojdeze,30007621414258,Rodney Wheeler,03/13/1998
Nokcinju,5158078100587380,Earl Gomez,10/05/2037
Ezlijger,3528227055917765,Etta Sandoval,06/07/2020
Vufzacefe,30004413489937,Charlotte Swanson,05/23/1909
Abfedpe,6334321359484890,Marian Schmidt,12/27/1925
Ewdefo,4903272171123834,Frank Cobb,05/02/2039
Werjomej,5610147806505335,Carlos Brewer,07/12/2032
Ibegaga,30019469179497,Olivia Diaz,05/20/1943
Dagaba,5451766254218943,Jack Goodman,01/06/2063
Pobuhad,30090765900423,Earl McCoy,04/16/1982
Sutupgid,5610852202042169,Olivia Silva,10/09/2041
Kafpetpi,201426715623173,Pauline Delgado,03/07/1987
Rauztot,30045062339444,Lucille Duncan,10/24/1923
Tivadhuj,6304450065234293,Nannie Cannon,12/11/2055
Ojuulifup,30068819966285,Kenneth Figueroa,09/18/1990
Ravese,341213894026001,Jane Dawson,09/13/1907
Aszuja,4026798209205757,Phoebe Thornton,12/26/2056
Unitormin,4903887606809135,Tom Cummings,09/23/1992
Buseon,6304225183643439,Cory Murray,05/03/2025
Luwribuw,4903881876217707,Elsie Rodriguez,03/20/1933
Bisodew,5425366914068961,Josie Turner,02/02/2006
Buhano,6373105415723470,Corey Myers,12/26/1911
Cewwabhes,36665277989305,Johanna Mathis,03/06/2019
Nubdegi,5499227372181848,Vera Malone,01/08/1910
Canepeka,4903929132008822,Jeremy Vaughn,07/08/2019
Vasupni,6334409830905086,Henrietta Bridges,09/07/2032
Adhacse,4026390550003484,Victoria Stephens,05/05/2002
Ketewi,5410854719174511,Mason Bowers,11/06/1936
Bozopi,30079775957754,Nelle McBride,04/16/1998
Idiwupit,6011952035443973,Fannie Colon,02/09/1900
Vohimtem,5018746910211447,Logan Sharp,10/20/2002
Recanniz,30009025286423,Wesley Wagner,05/28/2041
Zonacaeju,4247462436407867,Christian Collins,05/20/2009
Zanwipe,6267113801125598,Lelia Martinez,10/09/1904
Jemiswej,4026538106785398,Edith Banks,03/27/2034
Avoubuogo,6290274686655991,Cameron Parsons,08/31/1969
Anuoboku,6011414062318479,Lucy Gonzalez,08/03/1913
Jerucolus,6011177363404716,Lottie Strickland,06/18/2021
Noretboh,5610995229751963,Ralph Schwartz,05/30/2011
Vibimwe,4903179961990399,Olga Smith,08/24/1972
Tarpamaz,201489242086058,Charlie Knight,08/11/1918
Lejombi,342237186754490,Albert Evans,12/05/2007
Majutlar,201419353561821,Loretta Joseph,04/26/1916
Porownin,5610229024100741,Rodney Kelley,10/02/1904
Roljesur,36085438762733,Alberta Walsh,04/12/1958
Huveju,6334374738638462,Isabel Clayton,02/25/1909
Tijuemo,5192191821633991,Tony Reese,03/22/2014
Wewerhut,4026765327200036,Sarah Santiago,02/09/1994
Wubkuwgom,6334820179057356,Lola Bryan,01/01/2046
Cejejan,4706242124245009,Josie Clarke,11/23/1959
Zasnapu,5455772558679992,Danny Banks,08/28/1954
Amiwadif,5170396659308048,Kenneth Warner,02/24/2041
Ogaedavir,6011541985684411,Theodore Reid,07/12/2027
Panubkos,4924252124461338,Francis Alvarez,06/18/1950
Awpivkek,30012002335700,Harvey Hunter,08/06/1963
Ehirikrog,4026840461392277,Tony Lucas,11/19/2034
Nofitud,4026892397424559,Lulu Gross,05/21/2037
Hujijhu,201445939596346,Sam Wells,05/31/2051
